X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,Latitude,Longitude,CDPHE_HFEMS_Licensed,Operating_Status,Date_Data_Updated,Source
-104.815217,38.9359920000001,2327,17J167,HEALTHONE HOSPICE & FAMILY CARE,161,All Other Factypes,Hospice,Hospice (Certified),HOSPICE,0,719-268-2582,EL PASO,"7222 COMMERCE CENTER DR, STE 100 COLORADO SPRINGS, CO 80919",38.9359919999999,-104.815217,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.23143,39.776413,2328,041QA0,HEALTHY AT HOME,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-290-9000,JEFFERSON,"1270 N FORD ST, GOLDEN, CO 80403",39.7764129999999,-105.23143,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.863213,39.66864,2329,04E397,HEALTHY LIFE CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,ARAPAHOE,"2620 S PARKER RD STE 155, AURORA, CO 80014",39.66864,-104.863213,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.863213,39.66864,2330,04Y682,HEALTHY LIFE CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-443-9522,ARAPAHOE,"2620 S PARKER RD STE 155, AURORA, CO 80014",39.66864,-104.863213,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.863213,39.66864,2331,10QUKE,HEALTHY LIFE CARE LLC,S2A,All Other Factypes,Disability Care,Independent Living Skills Training (ILST),ILST,0,,ARAPAHOE,"2620 S PARKER RD  STE 155, AURORA, CO 80014",39.66864,-104.863213,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.01178,40.4193080000001,2332,1008NN,HEALTHY LIFE HOMECARE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-690-3194,LARIMER,"2657 BLUESTEM WILLOW CT, LOVELAND, CO 80538",40.419308,-105.01178,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.891068,37.2719690000001,2333,04XD5Q,HEARN SENIOR CARE LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,970-828-6700,LA PLATA,"160 ROCK POINT DR  STE C, DURANGO, CO 81301",37.2719689999999,-107.891068,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.811089,39.6549450000001,2334,04ARVR,HEART HOME CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,ARAPAHOE,"15200 E GIRARD AVE STE 3250, AURORA, CO 80014",39.6549449999999,-104.811088999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.811089,39.6549450000001,2335,04HQ6M,HEART HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-212-5391,ARAPAHOE,"15200 E GIRARD AVE  STE 3250, AURORA, CO 80014",39.6549449999999,-104.811088999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.860377,39.6611150000001,2336,04H8CN,HEART OF GOLD HOME CARE INC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,ARAPAHOE,"3033 S PARKER RD TOWER 1 STE 420, AURORA, CO 80014",39.661115,-104.860377,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.857178,39.6621510000001,2337,04FV0O,HEART OF GOLD HOME CARE INC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,303-868-9859,ARAPAHOE,"3033 S PARKER ROAD STE 420, AURORA, CO 80014",39.662151,-104.857178,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.860375,39.661187,2338,10M458,HEART OF GOLD HOME CARE INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-868-9859,ARAPAHOE,"3033 S PARKER RD TOWER 1, UNIT 420, AURORA, CO 80014",39.6611869999999,-104.860375,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-106.007607,38.5429080000001,2339,12F921,HEART OF THE ROCKIES REGIONAL DIALYSIS CENTER,091,All Other Factypes,End Stage Renal Disease,End Stage Renal Disease Facility (Certified),ESRD,5,719-530-2487,CHAFFEE,"1000 RUSH DRIVE, SALIDA, CO 81201",38.5429079999999,-106.007606999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-106.007607,38.5429080000001,2340,010628,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,014,Hospital,Hospital,Critical Access Hospital,HOSP-CAH,25,719-530-2200,CHAFFEE,"1000 RUSH DR, SALIDA, CO 81201-9627",38.5429079999999,-106.007606999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.790565,38.922737,2341,04M598,HEARTFELT CARE AT HOME,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,719-362-0094,EL PASO,"1965 DOMINION WAY STE 100, COLORADO SPRINGS, CO 80918",38.9227369999999,-104.790565,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.694504,39.7138560000001,2342,10YNPW,HEARTISTIC CARE SOLUTIONS,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-420-0534,ARAPAHOE,"25147 E MAPLE AVE, AURORA, CO 80018",39.713856,-104.694503999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.978378,39.735195,2343,42V022,HEARTLAND MENTAL HEALTH,SH1,All Other Factypes,Behavioral/Mental Health,Behavioral Health Entity,BHE,0,303-830-8805,DENVER,"709 E 12TH AVE DENVER, CO 80203",39.7351949999999,-104.978378,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.077713,40.292137,2344,10TK0B,HEARTS IN HARMONY MUSIC THERAPY LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,303-929-8415,LARIMER,"352 MOUNT RAINIER ST, BERTHOUD, CO 80513",40.2921369999999,-105.077713,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.077713,40.292137,2345,10T691,HEARTS IN HARMONY MUSIC THERAPY LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-929-8415,LARIMER,"352 MOUNT RANIER ST, BERTHOUD, CO 80513",40.2921369999999,-105.077713,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.610306,38.2794950000001,2346,04VHIJ,HEARTS OF THE ROCKIES HOME HEALTH CARE LLP,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,719-568-4506,PUEBLO,"1319 COURT ST, PUEBLO, CO 81003",38.2794949999999,-104.610305999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.766708,39.773106,2347,108ZDH,HEAVEN HOME INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-281-1636,DENVER,"19000 E 43RD AVE, DENVER, CO 80249",39.7731059999999,-104.766707999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.84063,38.4743730000001,2348,2311S4,HEIDI'S CHATEAU,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,30,970-252-8228,MONTROSE,"2720 SUNNYSIDE RD, MONTROSE, CO 81401",38.474373,-107.84063,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.025261,39.658192,2349,020405,"HEIGHTS POST ACUTE, THE",021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,110,303-761-0260,DENVER,"3131 S FEDERAL BLVD, DENVER, CO 80236-2713",39.658192,-105.025261,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.807678,39.737446,2350,CO2216896,HELENA CLINIC,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,303-761-1977,ARAPAHOE,"15501 13TH AVENUE, AURORA, CO 80011",39.7374459999999,-104.807677999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.726105,39.63007,2351,10JLWJ,HELPING HAND PROVIDERS INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-356-5737,ARAPAHOE,"22526 E UNION PL, AURORA, CO 80015",39.63007,-104.726105,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.045923,39.604607,2352,04JIPX,HELPING HANDS COMPASSIONATE CARE LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-550-9818,ARAPAHOE,"4621 W PONDS CIR LITTLETON, CO 80123",39.604607,-105.045923,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.775757,39.992306,2353,10KBZT,HELPING HANDS FOR SENIORS LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-364-1443,ADAMS,"321 MAYEDA ST, BRIGHTON, CO 80601",39.9923059999999,-104.775756999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.970879,39.6548500000001,2354,109B1A,HELPING HANDS HOME LIVING LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,347-280-9210,ARAPAHOE,"1432 E GIRARD PL APT A-0316, ENGLEWOOD, CO 80113",39.65485,-104.970878999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.127716,39.6158070000001,2355,2304E3,HELPING HANDS HOMECARE LTD LIABILITY CO,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,8,303-972-6466,JEFFERSON,"11503 W BERRY PLACE, LITTLETON, CO 80127",39.6158069999999,-105.127716,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.618271,38.9330860000001,2356,10B437,HELPING HANDS LTD,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-244-6250,EL PASO,"11114 BIRCH HOLLOW WAY, PEYTON, CO 80831",38.933086,-104.618270999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.93618,39.7620390000001,2357,231NTZ,HELPING HEARTS ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,10,267-752-2162,DENVER,"4301 MLK JR BLVD DENVER, CO 80207",39.762039,-104.936179999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.877632,39.750057,2358,10VUND,HER BEAUTY IS BEYOND CARING,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,318-229-9447,ADAMS,"2221 CLINTON STREET  UNIT 4116, AURORA , CO 80010",39.7500569999999,-104.877632,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.212593,39.3994450000001,2359,04N3V8,HERE TO THERE HOME HEALTH CARE LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,970-274-0681,GARFIELD,"94 WEANT BLVD, CARBONDALE, CO 81623-",39.399445,-107.212592999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.074402,40.372513,2360,230345,HERITAGE HAUS,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,18,970-669-5616,LARIMER,"208 19TH STREET S E, LOVELAND, CO 80537",40.3725129999999,-105.074402,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-103.469208,39.1373520000001,2361,2301FB,HERITAGE LIVING A SERVICE OF LINCOLN HEALTH,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,12,719-743-2777,LINCOLN,"323 SEVENTH ST, HUGO, CO 80821-",39.137352,-103.469207999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.219971,39.410088,2362,23088B,HERITAGE PARK ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,28,970-928-3222,GARFIELD,"1250 VILLAGE RD, CARBONDALE, CO 81623",39.410088,-107.219971,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.220436,39.4102550000001,2363,020845,HERITAGE PARK CARE CENTER,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,90,970-963-1500,GARFIELD,"1200 VILLAGE RD, CARBONDALE, CO 81623-1564",39.4102549999999,-107.220436,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.44239,39.0887220000001,2364,23U321,HIGH DESERT ASSISTED LIVING-HOUSE 1 LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,16,970-462-9944,MESA,"3293 LOMBARDY LN, CLIFTON, CO 81520",39.0887219999999,-108.44239,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.442757,39.0885850000001,2365,23G929,HIGH DESERT ASSISTED LIVING-HOUSE 2 LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,16,970-462-9944,MESA,"3291 LOMBARDY LANE, CLIFTON, CO 81520",39.088585,-108.442757,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.610438,38.0680840000001,2366,CO17054,HIGH PLAINS ADULT COMMUNITY HEALTH CENTER,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,719-336-0261,PROWERS,"2221 WELLNESS WAY, LAMAR, CO 81052",38.0680839999999,-102.610438,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.610229,38.06913,2367,CO6J3S,HIGH PLAINS COMMUNITY HEALTH CENTER,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,719-336-5085,PROWERS,"403 KENDALL DR, LAMAR, CO 81052",38.06913,-102.610229,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.610481,38.068569,2368,061939,HIGH PLAINS COMMUNITY HEALTH DENTAL CLINIC,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,719-336-0261,PROWERS,"200 KENDAL DRIVE LAMAR, CO 81052",38.0685689999999,-102.610480999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.12339,38.0533750000001,2369,061953,HIGH PLAINS HOLLY CLINIC,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,719-336-0261,PROWERS,"410 WEST COLORADO, HOLLY, CO 81047",38.053375,-102.12339,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.823936,39.722065,2370,04D893,HIGH POINT HOME CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-534-0550,ARAPAHOE,"14201 E 4TH AVE STE 4-340, AURORA, CO 80011",39.722065,-104.823936,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.823936,39.722065,2371,04F918,HIGH POINT HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-534-0550,ARAPAHOE,"14201 E 4TH AVE STE 4-340, AURORA, CO 80011",39.722065,-104.823936,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.966515,39.5753290000001,2372,06P261,HIGH STREET HOME,111,All Other Factypes,Intermediate Care Facility,Intermediate Care Facility for Individuals with Intellectual Disabilities,ICF/IID,6,303-519-1114,ARAPAHOE,"7780 S HIGH STREET, CENTENNIAL, CO 80122",39.575329,-104.966515,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.082817,39.697617,2373,04J901,HIGHER LIVING HOME CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-987-0652,JEFFERSON,"1075 S YUKON STREET  STE LL8, LAKEWOOD, CO 80226",39.697617,-105.082817,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.082817,39.697617,2374,04Z396,HIGHER LIVING HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-949-5252,JEFFERSON,"1075 S YUKON ST STE LL8, LAKEWOOD, CO 80226",39.697617,-105.082817,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.822914,38.8439060000001,2375,10S680,HIGHER PEAKS COUNSELING LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-287-1461,EL PASO,"703 N TEJON ST SUITE B, COLORADO SPRINGS, CO 80903",38.8439059999999,-104.822913999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.868202,39.723667,2376,020407,HIGHLAND PARK REHABILITATION & CARE CENTER,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,110,303-364-9311,ARAPAHOE,"500 GENEVA ST, AURORA, CO 80010",39.7236669999999,-104.868201999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.272308,39.711597,2377,30NGIQ,HIGHLAND RESCUE TEAM AMBULANCE DISTRICT,SG1,All Other Factypes,Integrated Healthcare,Community Integrated Health Care Service Agency,CIHCS,0,303-526-9571,JEFFERSON,"317 S LOOKOUT MOUNTAIN RD , GOLDEN, CO 80401-9371",39.7115969999999,-105.272307999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.907089,39.561672,2378,01B953,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,012,Hospital,Hospital,Psychiatric Hospital,HOSP-PSY,86,720-348-2801,DOUGLAS,"8565 S POPLAR WAY, LITTLETON, CO 80130",39.561672,-104.907088999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.98835,39.5942920000001,2379,23L199,HIGHLINE PLACE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,76,303-703-3499,ARAPAHOE,"6767 S BROADWAY, LITTLETON, CO 80122",39.594292,-104.988349999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.918694,39.674789,2380,020437,HIGHLINE POST ACUTE,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,125,303-759-4221,DENVER,"6060 E ILIFF AVE, DENVER, CO 80222-5721",39.6747889999999,-104.918694,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.990349,39.5807990000001,2381,16S685,HIGHLINE SOUTH AMBULATORY SURGERY CENTER LLC,151,All Other Factypes,Surgery or Transplant,Ambulatory Surgical Center (Certified),ASC,0,303-951-8100,ARAPAHOE,"11 W DRY CREEK DIR STE 120, LITTLETON, CO 80120-8078",39.5807989999999,-104.990348999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.915726,39.654411,2382,23M205,HIGHPOINTE ASSISTED LIVING & MEMORY CARE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,100,303-756-4567,DENVER,"6383 E GIRARD PL, DENVER, CO 80222",39.654411,-104.915726,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.882965,39.5837480000001,2383,10N613,HIGHPOINTE SERVICES LTD,S22,All Other Factypes,Adult Day Care Facility,Adult Day Care,ADAY,0,303-221-3222,ARAPAHOE,"7313 SOUTH ALTON WAY, CENTENNIAL, CO 80112",39.583748,-104.882964999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.883034,39.5835910000001,2384,10K117,HIGHPOINTE SERVICES LTD,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-221-3222,ARAPAHOE,"7323 S ALTON WAY  UNIT A, CENTENNIAL, CO 80112",39.5835909999999,-104.883033999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.228317,38.455807,2385,020666,HILDEBRAND CARE CENTER,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,80,719-275-8656,FREMONT,"1401 PHAY AVE, CANON CITY, CO 81212",38.455807,-105.228317,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.227257,38.455517,2386,100653,HILDEBRAND HOMECARE INC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-276-3010,FREMONT,"1131 N 15TH ST, CANON CITY, CO 81212",38.455517,-105.227256999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.185369,38.7476070000001,2387,COOOT0,HILL TOP HOSPITAL,019,Hospital,Hospital,Non-Participating Hospital - Obsolete,HOSP-NP,0,,TELLER,"POST OFFICE BOX 397, CRIPPLE CREEK, CO 80813",38.747607,-105.185368999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.219147,40.0555230000001,2388,020197,HILLCREST CARE CENTER,022,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Distinct Part,S/NF DP,45,970-332-4856,YUMA,"360 CANYON RIDGE DR, WRAY, CO 80758",40.055523,-102.219147,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.090385,40.396919,2389,23E476,HILLCREST OF LOVELAND,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,30,970-593-9800,LARIMER,"535 N. DOUGLAS AVENUE, LOVELAND, CO 80537",40.3969189999999,-105.090384999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.548714,39.089977,2390,23S675,HILLTOP LIFE ADJUSTMENT PROGRAM,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,95,970-245-9352,MESA,"1405 WELLINGTON AVE, GRAND JUNCTION, CO 81501",39.0899769999999,-108.548714,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.548714,39.089977,2391,23Q649,HILLTOP LIFE ADJUSTMENT PROGRAM,SA5,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Brain Injury-Supported Living (Medicaid),ALR/BISL,92,970-245-3952,MESA,"1405 WELLINGTON AVE, GRAND JUNCTION, CO 81501",39.0899769999999,-108.548714,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.91272,39.7118150000001,2392,020476,HILLTOP PARK POST ACUTE,022,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Distinct Part,S/NF DP,160,303-355-2525,DENVER,"290 S MONACO PRKY, DENVER, CO 80224",39.711815,-104.912719999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.922325,39.7069510000001,2393,23J981,HILLTOP RESERVE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,99,303-792-8200,DENVER,"525 S HOLLY STREET, DENVER, CO 80246",39.7069509999999,-104.922325,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.041267,38.750168,2394,0511KF,HILLVIEW GROUP HOME,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,8,970-249-1412,DELTA,"610 1725 ROAD, DELTA, CO 81416-",38.750168,-108.041267,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.065918,40.5051920000001,2395,10PF9N,HINENI PASA LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-443-8891,LARIMER,"5823 HUNTINGTON HILLS DR, FORT COLLINS, CO 80525",40.505192,-105.065917999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.779076,38.77063,2396,10W789,HOGGARTH CARING SERVICES,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-392-6037,EL PASO,"1144 CAMBRIDGE AVE, COLORADO SPRINGS, CO 80906",38.7706299999999,-104.779076,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.821342,39.7002830000001,2397,101VZW,HOLISTIC GROUP LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,402-301-8731,ARAPAHOE,"922 S CRYSTAL WAY #103, AURORA, CO 80012",39.7002829999999,-104.821342,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
